"","mice","date_expe","AGE","AGE_MONTHS","REMAINTIME","PRED","BW","BT","FAT","FINKCALs","GLY","P5","Dim.1","STATUS"
"433",30,2021-03-23,794,"26.0",69,"under31",34.8,35.7,4.67,NA,129,NA,-0.35343159744512,"NS"
"434",30,2021-04-07,809,"26.5",54,"under31",34.6,36.1,5.29,NA,145,30.438,0.664090303065945,"NS"
"435",30,2021-04-20,822,"27.0",41,"under31",34.4,35.7,4.57,NA,142,NA,0.138357329153482,"NS"
"436",30,2021-05-04,836,"27.4",27,"above31",33.8,34.9,3.95,NA,134,64.715,-0.145958998855848,"NS"
"437",30,2021-05-18,850,"27.9",13,"above31",35.14,35.4,3.04,NA,116,43.393,-1.06065609212746,"NS"
"438",31,2021-02-17,760,"24.9",158,"under31",32,35.1,4.19,NA,142,24.328,-0.594851223795251,"NS"
"439",31,2021-02-23,766,"25.1",152,"under31",32,35.8,4.37,NA,129,NA,-0.716738323061381,"NS"
"440",31,2021-03-11,782,"25.6",136,"under31",32.6,35.7,5.5,NA,147,34.623,0.473367310707251,"NS"
"441",31,2021-03-23,794,"26.0",124,"under31",32,36.2,5.38,NA,163,NA,1.16899678290454,"NS"
"442",31,2021-04-07,809,"26.5",109,"under31",32.8,36,6.58,NA,137,24.574,0.471715746454067,"NS"
"443",31,2021-04-20,822,"27.0",96,"under31",32.5,35,6.19,NA,131,NA,-0.202613700141637,"NS"
"444",31,2021-05-04,836,"27.4",82,"under31",32.36,34.7,5.44,NA,128,17.045,-0.856702349116315,"NS"
"445",31,2021-05-18,850,"27.9",68,"under31",31.63,34.5,4.68,NA,172,14.284,0.175306402982588,"NS"
"446",31,2021-06-01,864,"28.3",54,"under31",32.22,34.1,4.92,NA,126,52.857,-0.760887623848026,"NS"
"447",31,2021-06-15,878,"28.8",40,"under31",31.04,35.7,4.69,NA,159,43.47,0.547314128346147,"NS"
"448",31,2021-06-30,893,"29.3",25,"above31",31.4,34.8,4.31,NA,117,NA,-1.55736338876778,"NS"
"449",31,2021-07-13,906,"29.7",12,"above31",29.48,35.8,2.7,NA,114,NA,-2.15131471343566,"S"
"450",32,2021-02-17,760,"24.9",199,"under31",31.2,36.5,2.79,NA,169,19.719,0.164989749800539,"NS"
"451",32,2021-02-23,766,"25.1",193,"under31",33.7,34.8,3.52,NA,125,NA,-1.21349293215778,"NS"
"452",32,2021-03-11,782,"25.6",177,"under31",31.9,38.2,3.43,NA,153,26.616,0.635713658175583,"NS"
"453",32,2021-03-23,794,"26.0",165,"under31",31.7,37.1,2.76,NA,164,NA,0.581691847794299,"NS"
"454",32,2021-04-07,809,"26.5",150,"under31",31.4,36.7,3.66,NA,154,21.624,0.0766401606104382,"NS"
"455",32,2021-04-20,822,"27.0",137,"under31",31.3,35.5,3.48,NA,150,NA,-0.225337390639823,"NS"
"456",32,2021-05-04,836,"27.4",123,"under31",31.4,36.7,3.52,NA,113,23.897,-1.33127586658062,"NS"
"457",32,2021-05-18,850,"27.9",109,"under31",31.42,37.1,3.37,NA,167,15.345,0.464065492355317,"NS"
"458",32,2021-06-01,864,"28.3",95,"under31",32.03,35.3,3.83,NA,135,27.142,-0.836806660566079,"NS"
"459",32,2021-06-15,878,"28.8",81,"under31",31.5,37.2,3.9,NA,162,42.263,0.948159266048616,"NS"
"460",32,2021-06-30,893,"29.3",66,"under31",31.6,35.8,3.78,NA,131,NA,-0.854947809831547,"NS"
"461",32,2021-07-13,906,"29.7",53,"under31",32.46,35.6,3.69,NA,157,NA,0.289519868593582,"NS"
"462",32,2021-07-28,921,"30.2",38,"under31",31.61,37.4,3.75,NA,138,NA,-0.17885155040704,"NS"
"463",32,2021-08-11,935,"30.7",24,"above31",32.22,35.2,3.7,NA,119,NA,-1.47863980483492,"NS"
"464",32,2021-08-24,948,"31.1",11,"above31",33,36.1,NA,6.178682601,118,NA,-1.60096759375377,"NS"
"465",33,2021-02-17,760,"24.9",235,"under31",36.7,36.1,4.8,NA,161,19.905,1.14352640282191,"NS"
"466",33,2021-02-23,766,"25.1",229,"under31",36,36.9,4.93,NA,130,NA,0.181860778191091,"NS"
"467",33,2021-03-11,782,"25.6",213,"under31",36.5,37.9,5.02,NA,136,36.516,1.23926887497982,"NS"
"468",33,2021-03-23,794,"26.0",201,"under31",36.6,36.3,5.72,NA,137,NA,0.651583800782909,"NS"
"469",33,2021-04-07,809,"26.5",186,"under31",36.4,36.2,5.79,NA,142,20.791,0.844334403419784,"NS"
"470",33,2021-04-20,822,"27.0",173,"under31",37.5,35.2,6.61,NA,141,NA,0.934675749914961,"NS"
"471",33,2021-05-04,836,"27.4",159,"under31",36.83,36.6,6.01,NA,171,30.598,2.25893330556328,"NS"
"472",33,2021-05-18,850,"27.9",145,"under31",35.98,37,5.53,NA,164,27.429,1.83855203982936,"NS"
"473",33,2021-06-01,864,"28.3",131,"under31",36.65,37.1,5.94,NA,145,29.773,1.48934470665516,"NS"
"474",33,2021-06-15,878,"28.8",117,"under31",35.72,36.6,6.68,NA,163,123.668,3.55394803140266,"NS"
"475",33,2021-06-30,893,"29.3",102,"under31",36.4,36,6.23,NA,157,NA,1.58652877278748,"NS"
"476",33,2021-07-13,906,"29.7",89,"under31",35.85,36.1,6.25,NA,136,NA,0.646356440028785,"NS"
"477",33,2021-07-28,921,"30.2",74,"under31",35.06,37.1,5.51,NA,133,NA,0.441050115105572,"NS"
"478",33,2021-08-11,935,"30.7",60,"under31",35.61,36.7,5.72,NA,166,NA,1.90268407858236,"NS"
"479",33,2021-08-24,948,"31.1",47,"under31",35.8,36.2,NA,7.460504667,137,NA,0.0647735567174637,"NS"
"480",33,2021-09-07,962,"31.5",33,"under31",34.7,36.7,NA,NA,136,NA,0.229719810280655,"NS"
"481",33,2021-09-23,978,"32.1",17,"above31",34.6,35.5,NA,6.7227008625,169,NA,0.570242787358101,"NS"
"482",33,2021-10-05,990,"32.5",5,"above31",28,33.1,NA,NA,118,NA,-2.82456970480457,"S"
"483",34,2021-02-17,760,"24.9",245,"under31",34.6,37.3,4.2,NA,173,28.865,1.64394578000129,"NS"
"484",34,2021-02-23,766,"25.1",239,"under31",37.6,37.1,5.12,NA,129,NA,0.412888087197671,"NS"
"485",34,2021-03-11,782,"25.6",223,"under31",39,36.6,7.41,NA,138,40.27,2.04354928958152,"NS"
"486",34,2021-03-23,794,"26.0",211,"under31",40,36.3,7.27,NA,152,NA,2.1413061679799,"NS"
"487",34,2021-04-07,809,"26.5",196,"under31",37,35,6.68,NA,181,44.877,2.5135941295833,"NS"
"488",34,2021-04-20,822,"27.0",183,"under31",38.5,35.8,7.75,NA,152,NA,2.01397639630052,"NS"
"489",34,2021-05-04,836,"27.4",169,"under31",38.39,37.3,7.98,NA,174,27.377,3.4267456454642,"NS"
"490",34,2021-05-18,850,"27.9",155,"under31",38.04,37.4,7.43,NA,182,28.583,3.52152514101314,"NS"
"491",34,2021-06-01,864,"28.3",141,"under31",38.5,34.2,7.08,NA,169,28.131,1.88506565095772,"NS"
"492",34,2021-06-15,878,"28.8",127,"under31",38.25,37,6.12,NA,134,99.122,2.4496707996092,"NS"
"493",34,2021-06-30,893,"29.3",112,"under31",37.6,36.9,7.11,NA,183,NA,3.3291408984226,"NS"
"494",34,2021-07-13,906,"29.7",99,"under31",37.43,37.5,7.54,NA,186,NA,3.71767284455782,"NS"
"495",34,2021-07-28,921,"30.2",84,"under31",37.17,36.9,7.26,NA,156,NA,2.15746344486939,"NS"
"496",34,2021-08-11,935,"30.7",70,"under31",37.68,36,6.63,NA,142,NA,1.19333997274646,"NS"
"497",34,2021-08-24,948,"31.1",57,"under31",32.7,37.5,NA,4.183752531,121,NA,-1.75296378187633,"NS"
"498",34,2021-09-07,962,"31.5",43,"under31",35,36.8,NA,NA,151,NA,1.06217301613932,"NS"
"499",34,2021-09-23,978,"32.1",27,"above31",34.6,36.8,NA,7.435361997,150,NA,0.445962804720342,"NS"
"500",34,2021-10-05,990,"32.5",15,"above31",35.1,35.8,NA,NA,155,NA,1.01953986544066,"NS"
"501",34,2021-10-18,1003,"32.9",2,"above31",32.9,34,NA,1.1986826355,NA,NA,-4.3403304909312,"S"
"502",35,2021-02-17,760,"24.9",177,"under31",33.8,34.4,3.15,NA,141,37.136,-0.794916774350662,"NS"
"503",35,2021-02-23,766,"25.1",171,"under31",34.8,35.1,3.58,NA,135,NA,-0.573617396514123,"NS"
"504",35,2021-03-11,782,"25.6",155,"under31",34.3,38.1,3.31,NA,135,43.653,0.525215251342888,"NS"
"505",35,2021-03-23,794,"26.0",143,"under31",34.7,36.4,4.35,NA,170,NA,1.48445700132697,"NS"
"506",35,2021-04-07,809,"26.5",128,"under31",33.6,36.5,4.34,NA,150,51.07,0.852069418490275,"NS"
"507",35,2021-04-20,822,"27.0",115,"under31",34.2,36.7,4.95,NA,150,NA,0.820515976457642,"NS"
"508",35,2021-05-04,836,"27.4",101,"under31",34.75,35.3,4.32,NA,133,28.349,-0.370479255089507,"NS"
"509",35,2021-05-18,850,"27.9",87,"under31",34.01,37.2,4.11,NA,143,27.806,0.463896944950819,"NS"
"510",35,2021-06-01,864,"28.3",73,"under31",34.43,37,4.72,NA,133,70.946,1.00112925919827,"NS"
"511",35,2021-06-15,878,"28.8",59,"under31",33.96,36.1,4.29,NA,130,64.997,0.280889738928037,"NS"
"512",35,2021-06-30,893,"29.3",44,"under31",32.7,35.8,4.45,NA,150,NA,0.293981631408351,"NS"
"513",35,2021-07-13,906,"29.7",31,"above31",34.98,36.7,4.64,NA,166,NA,1.50135792509798,"NS"
"514",35,2021-07-28,921,"30.2",16,"above31",33.93,36.2,4.16,NA,128,NA,-0.527679636128982,"NS"
"515",35,2021-08-11,935,"30.7",2,"above31",36.2,34.8,3.29,NA,63,NA,-3.71616080561417,"S"
"516",36,2021-02-17,760,"24.9",75,"under31",33.8,37.1,4.08,NA,195,22.656,2.08069415279626,"NS"
"517",36,2021-02-23,766,"25.1",69,"under31",34.6,35.9,4.2,NA,165,NA,1.09134684111846,"NS"
"518",36,2021-03-11,782,"25.6",53,"under31",35,36.7,5.05,NA,163,23.392,1.34569072653057,"NS"
"519",36,2021-03-23,794,"26.0",41,"under31",33.3,35.6,4.98,NA,155,NA,0.691172750936543,"NS"
"520",36,2021-04-07,809,"26.5",26,"above31",33.7,35.7,5.61,NA,146,21.37,0.406686885345675,"NS"
"521",36,2021-04-20,822,"27.0",13,"above31",33.65,36.4,5.43,NA,153,NA,0.970794850360742,"NS"
"522",37,2021-02-17,760,"24.9",75,"under31",32.5,33.9,4.47,NA,172,110.677,1.53852703291652,"NS"
"523",37,2021-02-23,766,"25.1",69,"under31",32.6,36.3,3.82,NA,146,NA,0.0329880567583443,"NS"
"524",37,2021-03-11,782,"25.6",53,"under31",32.2,36.4,4.64,NA,146,36.297,0.368284820234208,"NS"
"525",37,2021-03-23,794,"26.0",41,"under31",32,35.7,4.79,NA,183,NA,1.73601985650864,"NS"
"526",37,2021-04-07,809,"26.5",26,"above31",32,36.1,5.35,NA,152,43.048,0.790636759806107,"NS"
"527",37,2021-04-20,822,"27.0",13,"above31",32.3,35.4,4.99,NA,172,NA,1.28037116495729,"NS"
"528",38,2021-02-17,760,"24.9",75,"under31",33.2,35.7,3.85,NA,136,32.64,-0.41777111204629,"NS"
"529",38,2021-02-23,766,"25.1",69,"under31",33.9,34.8,4.5,NA,152,NA,0.284739534695473,"NS"
"530",38,2021-03-11,782,"25.6",53,"under31",32.9,37.3,4.77,NA,148,36.796,0.895028097906745,"NS"
"531",38,2021-03-23,794,"26.0",41,"under31",30.4,34.8,4.95,NA,139,NA,-0.507874661712268,"NS"
"532",38,2021-04-07,809,"26.5",26,"above31",30.4,35.6,4.59,NA,120,28.102,-1.17685903785279,"NS"
"533",38,2021-04-20,822,"27.0",13,"above31",28.48,35.6,3.23,NA,151,NA,-0.531778425971538,"NS"
"534",39,2021-02-17,760,"24.9",75,"under31",38.2,36.1,5.06,NA,152,30.264,1.28254981094595,"NS"
"535",39,2021-02-23,766,"25.1",69,"under31",38.9,34.3,5.31,NA,147,NA,0.725005294519293,"NS"
"536",39,2021-03-11,782,"25.6",53,"under31",37.7,37,5.87,NA,149,27.455,1.66414825547563,"NS"
"537",39,2021-03-23,794,"26.0",41,"under31",34.8,35.9,5.32,NA,145,NA,0.590989903476994,"NS"
"538",39,2021-04-07,809,"26.5",26,"above31",36.6,36.1,5.5,NA,165,30.337,1.67134659788982,"NS"
"539",39,2021-04-20,822,"27.0",13,"above31",36.93,35,5.66,NA,139,NA,0.445571846943258,"NS"
"540",40,2021-02-17,760,"24.9",70,"under31",33.4,34.5,3.93,NA,145,41.894,-0.333413432295186,"NS"
"541",40,2021-02-23,766,"25.1",64,"under31",35.1,33.9,4.03,NA,132,NA,-0.817971748649689,"NS"
"542",40,2021-03-11,782,"25.6",48,"under31",33.8,36.8,4.6,NA,141,28.913,0.412549593325275,"NS"
"543",40,2021-03-23,794,"26.0",36,"under31",32.7,36.4,4.82,NA,153,NA,0.681740041379488,"NS"
"544",40,2021-04-07,809,"26.5",21,"above31",33.4,35.5,5.39,NA,176,30.778,1.39451061811411,"NS"
"545",40,2021-04-20,822,"27.0",8,"above31",33.9,34.1,5.5,NA,144,NA,0.0811663820956348,"NS"
"546",41,2021-02-17,760,"24.9",24,"above31",28.9,33.8,1.93,NA,139,390.395,3.50621478806724,"NS"
"547",41,2021-02-23,766,"25.1",18,"above31",29.3,34.3,2.13,NA,111,NA,-2.83391771975164,"S"
"548",41,2021-03-11,782,"25.6",2,"above31",28,33,1.7,NA,NA,NA,-3.26777021269665,"S"
"549",42,2021-02-17,760,"24.9",1,"above31",32.9,NA,2.15,NA,NA,NA,-1.17492986085404,"NS"
"550",43,2021-02-17,760,"24.9",51,"under31",31.3,34,2.04,NA,144,156.722,0.371993229436297,"NS"
"551",43,2021-02-23,766,"25.1",45,"under31",31.3,34.3,2.47,NA,131,NA,-1.64946963399532,"NS"
"552",43,2021-03-11,782,"25.6",29,"above31",31.2,35.7,2.66,NA,125,207.998,1.33771507782559,"NS"
"553",43,2021-03-23,794,"26.0",17,"above31",31.5,35.1,3.14,NA,141,NA,-0.79594561321216,"NS"
"554",43,2021-04-07,809,"26.5",2,"above31",28.5,32,2.17,NA,NA,NA,-3.41350312379606,"S"
"555",44,2021-02-17,760,"24.9",62,"under31",30.5,35.8,2.55,NA,157,25.325,-0.572224215511182,"NS"
"556",44,2021-02-23,766,"25.1",56,"under31",29.9,35.5,2.87,NA,142,NA,-0.909217550453654,"NS"
"557",44,2021-03-11,782,"25.6",40,"under31",30.3,34.2,3.29,NA,137,33.235,-1.46429078716383,"NS"
"558",44,2021-03-23,794,"26.0",28,"above31",34.6,34.6,2.87,NA,142,NA,-0.629653802100181,"NS"
"559",44,2021-04-07,809,"26.5",13,"above31",27.6,34.4,2.23,NA,112,43.05,-2.79587915835262,"S"
