"","mice","date_expe","AGE","AGE_MONTHS","REMAINTIME","PRED","BW","BT","FAT","FINKCALs","GLY","P5","Dim.1","STATUS"
"547",45,2021-08-27,694,"22.8",65,"under60",32.99,36.8,7.365,NA,183,52.042,1.54108981828409,"NS"
"548",45,2021-09-21,719,"23.6",40,"above60",31.03,36,3.797,NA,133,61.173,-0.631438065245006,"NS"
"549",45,2021-10-12,740,"24.3",19,"above60",25.44,33.3,0,NA,98,42.423,-4.07911011832021,"S"
"550",46,2021-07-23,659,"21.6",277,"under60",25.02,36.7,2.613,NA,136,31.264,-1.22256701619522,"NS"
"551",46,2021-08-27,694,"22.8",242,"under60",26.09,37.2,4.22,NA,160,38.66,-0.0472339306415985,"NS"
"552",46,2021-09-21,719,"23.6",217,"under60",26.25,36.3,4.176,NA,157,41.541,-0.550178799573834,"NS"
"553",46,2021-10-12,740,"24.3",196,"under60",26.31,37,4.515,NA,151,37.589,-0.27879361157056,"NS"
"554",46,2021-11-03,762,"25.0",174,"under60",26.3,35.9,3.941,NA,122,26.714,-1.62078049044267,"NS"
"555",46,2021-11-23,782,"25.6",154,"under60",25.59,36.2,4.244,NA,138,18.541,-1.20889661579788,"NS"
"556",46,2021-12-14,803,"26.3",133,"under60",26.33,36.6,4.674,NA,137,20.023,-0.866603278618983,"NS"
"557",46,2022-01-04,824,"27.0",112,"under60",24.07,36.5,2.927,12.25413,140,50.047,-0.925023197002623,"NS"
"558",46,2022-02-01,852,"27.9",84,"under60",23.98,37.5,2.288,12.33204,123,21.402,-1.03234845269119,"NS"
"559",46,2022-02-15,866,"28.4",70,"under60",23.47,37.4,1.658,13.32261,125,21.833,-1.01055360331006,"NS"
"560",46,2022-03-08,887,"29.1",49,"above60",21.85,35.2,1.222,9.95022,141,30.079,-2.30613906978404,"S"
"561",46,2022-03-29,908,"29.8",28,"above60",20.5,34.3,0.859,8.29185,134,25.52,-3.24869335446605,"S"
"562",46,2022-04-22,932,"30.6",4,"above60",18.05,33.7,0.93,NA,71,176.017,-4.24888640829894,"S"
"563",47,2021-07-23,659,"21.6",114,"under60",24.11,37.8,3.761,NA,165,36.177,0.0708397078035283,"NS"
"564",47,2021-08-27,694,"22.8",79,"under60",23.55,37.9,3.965,NA,179,47.647,0.461601749226399,"NS"
"565",47,2021-09-21,719,"23.6",54,"above60",23.79,36.9,3.896,NA,175,31.926,-0.227300681940688,"NS"
"566",47,2021-10-12,740,"24.3",33,"above60",24.33,36.9,2.917,NA,147,54.635,-0.766408028813958,"NS"
"567",47,2021-11-03,762,"25.0",11,"above60",24.97,37,0.27,NA,115,196.587,-0.829569816551661,"NS"
"568",48,2021-07-23,659,"21.6",430,"under60",27.35,38.2,3.879,NA,165,40.36,0.672700515127267,"NS"
"569",48,2021-08-27,694,"22.8",395,"under60",27.84,38.1,5.396,NA,173,73.427,1.28439941580946,"NS"
"570",48,2021-09-21,719,"23.6",370,"under60",29.09,38.1,6.028,NA,183,45.573,1.55098518969605,"NS"
"571",48,2021-10-12,740,"24.3",349,"under60",28.82,38.3,5.659,NA,179,33.268,1.4071179127571,"NS"
"572",48,2021-11-03,762,"25.0",327,"under60",29.98,37.5,6.531,NA,176,54.823,1.32284436944522,"NS"
"573",48,2021-11-23,782,"25.6",307,"under60",28.06,37,5.277,NA,170,195.591,1.42644725884528,"NS"
"574",48,2021-12-14,803,"26.3",286,"under60",29.24,37.6,6.552,NA,156,23.835,0.680779342805184,"NS"
"575",48,2022-01-04,824,"27.0",265,"under60",28.85,37,5.316,9.47163,158,34.323,-0.0856589839188554,"NS"
"576",48,2022-02-01,852,"27.9",237,"under60",27,37.5,3.909,9.83892,148,25.598,-0.43755593649752,"NS"
"577",48,2022-02-15,866,"28.4",223,"under60",26,37.7,3.123,13.30035,155,22.233,0.116763672750144,"NS"
"578",48,2022-03-08,887,"29.1",202,"under60",26.7,36.9,3.652,12.25413,171,37.386,0.126489803302727,"NS"
"579",48,2022-03-29,908,"29.8",181,"under60",27.65,36.6,3.927,12.36543,155,27.435,-0.15130824793998,"NS"
"580",48,2022-04-22,932,"30.6",157,"under60",25.79,37.2,3.178,10.50672,144,50.093,-0.671692764332219,"NS"
"581",48,2022-05-12,952,"31.2",137,"under60",23.71,36.2,2.832,11.99814,156,46.062,-0.848752490316846,"NS"
"582",48,2022-06-03,974,"31.9",115,"under60",26.15,36.7,3.23,13.16679,140,22.208,-0.522389127225413,"NS"
"583",48,2022-06-20,991,"32.5",98,"under60",26.34,36.8,3.09,12.471165,146,45.182,-0.428324324382761,"NS"
"584",48,2022-07-07,1008,"33.0",81,"under60",26.55,36.3,3.343,11.10774,136,31.274,-1.00591112594746,"NS"
"585",48,2022-07-25,1026,"33.6",63,"under60",26.53,37.3,1.835,10.234035,120,42.655,-1.26175097753318,"NS"
"586",48,2022-08-16,1048,"34.4",41,"above60",26.16,37.2,0.5,17.88591,115,26.289,-0.393662638937654,"NS"
"587",48,2022-09-05,1068,"35.0",21,"above60",28.36,35.7,0.106,8.69253,121,33.575,-2.19299317691864,"S"
"588",48,2022-09-23,1086,"35.6",3,"above60",30.26,35.7,0,NA,95,118.988,-1.88993100480278,"NS"
